Variable,Session_Title,N,Mean,Std,Min,Max,Median,P_Value,Test_Type,Significant
Avg. Propulsive Power,Load Day 3-Intermediate,2148,1532.6,125.44,1241.84,1744.0,1558.57,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 1-Advanced,30592,1924.4,736.35,1210.58,3685.86,1460.04,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 1-Advanced Rotation Athletes,28740,2395.82,851.26,1117.61,3685.86,2007.24,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 1-Beginner,608,657.9,293.64,458.3,1420.58,557.72,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 1-Intermediate,1440,999.13,27.13,960.8,1036.48,1002.15,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 2-Advanced,33192,1826.71,705.37,1210.58,3685.86,1388.67,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 2-Advanced Rotation Athletes,27936,2422.31,852.34,1117.61,3685.86,2164.88,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 2-Beginner,760,657.9,293.59,458.3,1420.58,557.72,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 2-Intermediate,1440,999.13,27.13,960.8,1036.48,1002.15,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 3-Advanced,12512,2725.36,481.73,1413.69,3685.86,2695.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Drive Day 3-Advanced Rotation Athletes,23008,2649.14,766.91,1117.61,3685.86,2973.65,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 1-Advanced,261968,1612.44,387.86,615.71,3854.03,1569.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 1-Advanced Jump Athletes,22248,1876.91,275.67,1005.02,3109.2,1853.5,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 1-Advanced Rotation Athletes,87554,2065.25,833.22,696.83,3854.03,1778.08,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 1-Beginner,856,1506.71,192.57,1012.92,1657.24,1558.57,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 1-Intermediate,9547,1259.02,371.95,458.3,2414.38,1099.14,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 2,238345,1624.02,385.37,615.71,3854.03,1576.34,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 2 Jump Athletes,22192,1807.31,156.62,1005.02,2324.01,1817.55,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 2 Rotation Athletes,85154,2057.18,847.4,696.83,3854.03,1778.08,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 2-Beginner,936,1473.54,214.8,1012.92,1657.24,1558.57,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 2-Intermediate,8492,1259.76,384.2,458.3,2414.38,1099.14,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 3,88307,1841.55,420.42,708.6,2901.6,1782.02,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 3 Jump Athletes,26984,1826.36,158.38,1005.02,2324.01,1831.67,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 3 Rotation Athletes,75202,2134.89,854.4,999.93,3854.03,1855.81,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Load/Explode Day 3-Intermediate,1200,1867.0,417.32,1117.61,2414.38,2018.45,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Medball Circuit Day 1,17953,2649.97,765.8,1406.81,3685.86,2935.83,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Warm UP,1360625,1867.5,780.42,458.3,3685.86,1569.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 1 Day 1,2436,1595.92,42.21,1554.95,1657.24,1585.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 1 Day 4,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 1 Day 7,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 2 Day 6,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 3 Day 4,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 3 Day 6,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Avg. Propulsive Power,Week 4 Day 7,448,1386.2,49.06,1266.69,1490.36,1381.33,0.0,Kruskal-Wallis,***
Peak Propulsive Force,2025-07-29,100,2102.25,45.87,2050.0,2175.0,2092.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Ankle/Foot WarmUp,8085,1630.45,56.77,1520.0,1719.0,1638.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 1-Advanced,71201,1864.08,419.73,1309.0,2530.0,1845.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 1-Advanced Jump Athletes,1400,2118.45,112.28,1983.0,2350.0,2102.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 1-Advanced Rotation Athletes,91769,1666.04,233.16,1309.0,2530.0,1596.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 1-Intermediate,816,1650.5,100.67,1523.0,1845.0,1616.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 2-Advanced,67966,1854.1,427.88,1309.0,2530.0,1819.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 2-Advanced Jump Athletes,2800,2118.45,112.26,1983.0,2350.0,2102.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 2-Advanced Rotation Athletes,76253,1630.78,201.32,1309.0,2327.0,1591.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 2-Intermediate,4896,1650.5,100.62,1523.0,1845.0,1616.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 3-Advanced,63673,1869.88,429.88,1309.0,2530.0,1840.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 3-Advanced Jump Athletes,1400,2118.45,112.28,1983.0,2350.0,2102.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 3-Advanced Rotation Athletes,23562,1796.92,293.21,1309.0,2327.0,1859.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Drive Day 3-Intermediate,816,1650.5,100.67,1523.0,1845.0,1616.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 1-Advanced,89288,1678.77,378.09,781.0,2530.0,1579.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 1-Advanced Jump Athletes,2736,1537.37,89.45,1350.0,1698.0,1545.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 1-Advanced Rotation Athletes,46293,1554.95,392.51,1087.0,2804.0,1541.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 1-Intermediate,720,1425.73,181.68,1110.0,1671.0,1464.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 2-Advanced,86024,1686.28,391.46,781.0,2530.0,1588.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 2-Advanced Jump Athletes,2736,1537.37,89.45,1350.0,1698.0,1545.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 2-Advanced Rotation Athletes,50613,1546.15,381.67,1087.0,2804.0,1565.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 2-Intermediate,544,1393.62,192.55,1110.0,1671.0,1460.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 3-Advanced,28664,2094.26,327.79,1350.0,2530.0,2175.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Explode Day 3-Advanced Rotation Athletes,20623,1793.75,334.46,1309.0,2508.0,1654.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Fitness Day 1,25548,1918.49,359.13,1347.0,2530.0,1707.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Fitness Day 2,31343,2049.03,346.27,1347.0,2530.0,2144.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Fitness Day 3,27430,2040.84,349.33,1347.0,2804.0,2139.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Fitness Day 4,10821,2072.64,340.38,1498.0,2530.0,2202.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Keira Mirror Work,1344,1210.06,27.18,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Knee Progression Day 1,348,1368.5,50.63,1296.0,1431.0,1373.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Knee Progression Day 2,1392,1368.5,50.58,1296.0,1431.0,1373.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Knee Progression Day 3,1392,1368.5,50.58,1296.0,1431.0,1373.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Knee Progression Day 4,696,1368.5,50.6,1296.0,1431.0,1373.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Knee Progression Day 5,160,1603.06,70.71,1514.0,1767.0,1582.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 1-Advanced,120403,1591.88,341.21,781.0,2530.0,1594.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 1-Advanced Jump Athletes,6624,1850.6,381.46,1101.0,2350.0,2009.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 1-Advanced Rotation Athletes,10185,1761.31,378.58,1101.0,2508.0,1664.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 1-Beginner,6376,1265.09,282.07,882.0,1866.0,1136.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 1-Intermediate,17594,1355.12,212.25,882.0,1738.0,1325.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 2-Advanced,117521,1590.43,348.18,781.0,2530.0,1592.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 2-Advanced Jump Athletes,6516,1865.07,369.22,1101.0,2350.0,2009.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 2-Advanced Rotation Athletes,11037,1783.2,334.32,1105.0,2508.0,1666.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 2-Beginner,7441,1216.1,271.01,882.0,1866.0,1114.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 2-Intermediate,15744,1389.27,197.87,974.0,1738.0,1351.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 3-Advanced,46541,1845.02,336.56,1101.0,2530.0,1654.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 3-Advanced Jump Athletes,4824,1821.92,380.37,1101.0,2350.0,1986.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 3-Advanced Rotation Athletes,6696,1812.54,286.91,1105.0,2508.0,1750.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load Day 3-Intermediate,2148,1361.5,117.82,1105.0,1738.0,1351.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 1-Advanced,30592,1708.27,361.74,1199.0,2530.0,1523.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 1-Advanced Rotation Athletes,28740,1957.16,418.01,1110.0,2530.0,2111.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 1-Beginner,608,1579.38,100.51,1459.0,1734.0,1569.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 1-Intermediate,1440,1091.5,44.38,1020.0,1193.0,1080.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 2-Advanced,33192,1661.2,344.98,1199.0,2530.0,1485.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 2-Advanced Rotation Athletes,27936,2002.27,411.79,1110.0,2530.0,2175.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 2-Beginner,760,1579.38,100.49,1459.0,1734.0,1569.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 2-Intermediate,1440,1091.5,44.38,1020.0,1193.0,1080.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 3-Advanced,12512,2094.01,234.73,1514.0,2530.0,2111.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Drive Day 3-Advanced Rotation Athletes,23008,2130.15,330.01,1514.0,2530.0,2301.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 1-Advanced,261968,1567.74,243.35,781.0,2804.0,1580.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 1-Advanced Jump Athletes,22248,1593.24,185.08,1101.0,2350.0,1566.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 1-Advanced Rotation Athletes,87554,1748.11,410.32,1096.0,2804.0,1610.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 1-Beginner,856,1416.16,112.5,1296.0,1736.0,1396.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 1-Intermediate,9547,1437.77,436.94,974.0,2508.0,1152.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 2,238345,1572.78,241.96,781.0,2804.0,1580.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 2 Jump Athletes,22192,1544.39,116.27,1101.0,1917.0,1545.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 2 Rotation Athletes,85154,1737.37,418.49,1096.0,2804.0,1602.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 2-Beginner,936,1433.88,123.49,1296.0,1736.0,1396.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 2-Intermediate,8492,1435.35,451.91,974.0,2508.0,1152.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 3,88307,1685.14,240.09,1096.0,2508.0,1617.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 3 Jump Athletes,26984,1557.83,128.29,1101.0,1917.0,1559.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 3 Rotation Athletes,75202,1780.83,412.46,1096.0,2804.0,1613.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Load/Explode Day 3-Intermediate,1200,2323.62,147.26,2026.0,2508.0,2370.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Medball Circuit Day 1,17953,2068.2,332.48,1498.0,2530.0,2175.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Warm UP,1360625,1669.84,389.41,781.0,2530.0,1588.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 1 Day 1,2436,1368.5,50.57,1296.0,1431.0,1373.5,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 1 Day 4,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 1 Day 7,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 2 Day 6,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 3 Day 4,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 3 Day 6,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Peak Propulsive Force,Week 4 Day 7,448,1210.06,27.2,1173.0,1256.0,1198.0,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,2025-07-29,100,1713.71,44.17,1675.32,1783.83,1697.85,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Ankle/Foot WarmUp,8085,1227.86,39.1,1146.53,1295.32,1228.2,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 1-Advanced,71201,1516.85,391.75,1015.51,2111.35,1524.97,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 1-Advanced Jump Athletes,1400,1643.05,104.55,1486.54,1849.47,1633.48,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 1-Advanced Rotation Athletes,91769,1340.71,202.73,1016.17,2111.35,1302.31,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 1-Intermediate,816,1370.01,60.62,1296.2,1529.92,1355.37,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 2-Advanced,67966,1512.6,399.99,1015.51,2111.35,1486.54,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 2-Advanced Jump Athletes,2800,1643.05,104.53,1486.54,1849.47,1633.48,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 2-Advanced Rotation Athletes,76253,1304.25,172.21,1016.17,1796.88,1296.26,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 2-Intermediate,4896,1370.01,60.59,1296.2,1529.92,1355.37,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 3-Advanced,63673,1528.66,401.67,1015.51,2111.35,1510.41,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 3-Advanced Jump Athletes,1400,1643.05,104.55,1486.54,1849.47,1633.48,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 3-Advanced Rotation Athletes,23562,1430.78,243.67,1016.17,1796.88,1524.97,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Drive Day 3-Intermediate,816,1370.01,60.62,1296.2,1529.92,1355.37,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 1-Advanced,89288,1323.75,353.07,605.94,2111.35,1206.6,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 1-Advanced Jump Athletes,2736,1194.38,48.71,1077.71,1248.57,1208.19,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 1-Advanced Rotation Athletes,46293,1213.53,280.74,865.03,2226.13,1206.07,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 1-Intermediate,720,1035.75,63.39,891.12,1113.84,1056.03,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 2-Advanced,86024,1330.58,363.86,605.94,2111.35,1206.6,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 2-Advanced Jump Athletes,2736,1194.38,48.71,1077.71,1248.57,1208.19,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 2-Advanced Rotation Athletes,50613,1206.58,272.99,865.03,2226.13,1206.77,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 2-Intermediate,544,1024.62,67.71,891.12,1113.84,1044.02,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 3-Advanced,28664,1730.22,318.77,1077.71,2111.35,1824.51,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Explode Day 3-Advanced Rotation Athletes,20623,1387.21,225.42,1016.17,1934.08,1311.23,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Fitness Day 1,25548,1545.22,357.38,1015.51,2111.35,1327.39,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Fitness Day 2,31343,1686.69,330.91,1015.51,2111.35,1775.29,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Fitness Day 3,27430,1678.61,327.62,1015.51,2226.13,1750.72,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Fitness Day 4,10821,1713.99,336.87,1192.18,2111.35,1877.31,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Keira Mirror Work,1344,964.24,28.13,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Knee Progression Day 1,348,1139.15,26.24,1109.11,1176.26,1135.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Knee Progression Day 2,1392,1139.15,26.21,1109.11,1176.26,1135.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Knee Progression Day 3,1392,1139.15,26.21,1109.11,1176.26,1135.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Knee Progression Day 4,696,1139.15,26.22,1109.11,1176.26,1135.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Knee Progression Day 5,160,1302.04,61.98,1209.21,1429.6,1294.72,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 1-Advanced,120403,1277.13,305.37,605.94,2111.35,1265.48,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 1-Advanced Jump Athletes,6624,1446.72,283.4,891.94,1849.47,1530.53,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 1-Advanced Rotation Athletes,10185,1398.05,254.61,891.94,1934.08,1368.78,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 1-Beginner,6376,940.0,213.58,705.27,1378.18,832.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 1-Intermediate,17594,1062.84,205.42,705.27,1363.36,1033.66,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 2-Advanced,117521,1274.73,311.48,605.94,2111.35,1256.15,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 2-Advanced Jump Athletes,6516,1457.07,274.79,891.94,1849.47,1530.53,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 2-Advanced Rotation Athletes,11037,1413.12,218.71,909.21,1934.08,1359.77,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 2-Beginner,7441,911.36,199.03,705.27,1378.18,826.4,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 2-Intermediate,15744,1088.21,201.96,705.27,1363.36,1109.11,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 3-Advanced,46541,1514.74,312.13,891.94,2111.35,1349.45,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 3-Advanced Jump Athletes,4824,1425.1,282.29,891.94,1849.47,1518.48,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 3-Advanced Rotation Athletes,6696,1427.99,199.45,916.92,1934.08,1377.08,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load Day 3-Intermediate,2148,1113.26,88.16,916.92,1363.36,1120.76,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 1-Advanced,30592,1325.24,325.71,932.75,2111.35,1165.85,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 1-Advanced Rotation Athletes,28740,1587.43,388.73,891.12,2111.35,1618.97,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 1-Beginner,608,863.12,134.9,796.1,1216.86,807.23,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 1-Intermediate,1440,837.01,23.95,798.53,874.34,829.25,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 2-Advanced,33192,1285.58,312.78,932.75,2111.35,1137.96,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 2-Advanced Rotation Athletes,27936,1618.37,380.93,891.12,2111.35,1790.44,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 2-Beginner,760,863.12,134.88,796.1,1216.86,807.23,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 2-Intermediate,1440,837.01,23.95,798.53,874.34,829.25,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 3-Advanced,12512,1666.1,237.98,1209.21,2111.35,1676.15,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Drive Day 3-Advanced Rotation Athletes,23008,1734.48,312.91,1209.21,2111.35,1860.04,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 1-Advanced,261968,1236.94,198.16,605.94,2226.13,1248.94,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 1-Advanced Jump Athletes,22248,1238.0,134.45,891.94,1849.47,1210.69,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 1-Advanced Rotation Athletes,87554,1422.78,379.72,705.27,2226.13,1298.77,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 1-Beginner,856,1152.81,42.62,1109.11,1265.5,1150.46,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 1-Intermediate,9547,1050.34,301.65,730.23,1934.08,880.51,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 2,238345,1245.09,194.99,605.94,2226.13,1258.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 2 Jump Athletes,22192,1200.9,73.4,891.94,1496.5,1208.19,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 2 Rotation Athletes,85154,1413.68,390.44,705.27,2226.13,1298.77,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 2-Beginner,936,1157.9,46.27,1109.11,1265.5,1150.46,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 2-Intermediate,8492,1047.7,312.48,730.23,1934.08,873.59,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 3,88307,1325.47,189.6,809.31,1934.08,1274.43,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 3 Jump Athletes,26984,1210.71,83.31,891.94,1496.5,1209.87,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 3 Rotation Athletes,75202,1458.58,380.4,809.31,2226.13,1334.54,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Load/Explode Day 3-Intermediate,1200,1700.79,152.97,1445.87,1934.08,1754.63,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Medball Circuit Day 1,17953,1692.43,330.07,1192.18,2111.35,1797.59,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Warm UP,1360625,1350.78,358.07,605.94,2111.35,1288.27,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 1 Day 1,2436,1139.15,26.2,1109.11,1176.26,1135.61,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 1 Day 4,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 1 Day 7,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 2 Day 6,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 3 Day 4,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 3 Day 6,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
Avg. Propulsive Force,Week 4 Day 7,448,964.24,28.15,909.21,1044.66,964.06,0.0,Kruskal-Wallis,***
RSI,2025-07-29,100,0.78,0.32,0.56,1.34,0.61,0.0,Kruskal-Wallis,***
RSI,Ankle/Foot WarmUp,8085,0.45,0.06,0.32,0.55,0.46,0.0,Kruskal-Wallis,***
RSI,Drive Day 1-Advanced,71201,0.77,0.25,0.45,1.43,0.64,0.0,Kruskal-Wallis,***
